method,j,r,window,trial,arm,S,detected,score,pvalue,jaccard,recall,precision
fpgrowth_epm,2,3.0,2024-Q1,15,injected,"{'loss_census_division': ['East North Central'], 'group_class': ['COMMERCIAL NA OPEN MARKET']}",False,4.338910505836576,0.055,0.5,0.5,1.0
fpgrowth_epm,2,3.0,2024-Q2,15,clean,"{'loss_census_division': ['East North Central'], 'group_class': ['COMMERCIAL NA OPEN MARKET']}",False,2.1646305581055953,0.888,,,
fpgrowth_epm,2,3.0,2024-Q2,15,injected,"{'loss_census_division': ['East North Central'], 'group_class': ['COMMERCIAL NA OPEN MARKET']}",False,2.969325153374233,0.376,0.3333333333333333,0.5,0.5
fpgrowth_epm,2,3.0,2024-Q3,15,clean,"{'loss_census_division': ['East North Central'], 'group_class': ['COMMERCIAL NA OPEN MARKET']}",False,3.168374537709157,0.265,,,
fpgrowth_epm,2,3.0,2024-Q3,15,injected,"{'loss_census_division': ['East North Central'], 'group_class': ['COMMERCIAL NA OPEN MARKET']}",True,5.68364717542121,0.011,0.5,0.5,1.0
fpgrowth_epm,2,3.0,2024-Q4,15,clean,"{'loss_census_division': ['East North Central'], 'group_class': ['COMMERCIAL NA OPEN MARKET']}",False,3.831795302013423,0.097,,,
fpgrowth_epm,2,3.0,2024-Q4,15,injected,"{'loss_census_division': ['East North Central'], 'group_class': ['COMMERCIAL NA OPEN MARKET']}",True,4.298571428571429,0.047,0.0,0.0,0.0
fpgrowth_epm,2,3.0,2022-Q1,16,clean,"{'leader_status': ['LEAD'], 'syndicate': [2987.0]}",False,2.1765980498374864,0.893,,,
fpgrowth_epm,2,3.0,2022-Q1,16,injected,"{'leader_status': ['LEAD'], 'syndicate': [2987.0]}",False,2.982212046495245,0.4,0.0,0.0,0.0
fpgrowth_epm,2,3.0,2022-Q2,16,clean,"{'leader_status': ['LEAD'], 'syndicate': [2987.0]}",False,3.157537688442211,0.297,,,
fpgrowth_epm,2,3.0,2022-Q2,16,injected,"{'leader_status': ['LEAD'], 'syndicate': [2987.0]}",False,2.465357142857143,0.697,0.3333333333333333,0.5,0.5
fpgrowth_epm,2,3.0,2022-Q3,16,clean,"{'leader_status': ['LEAD'], 'syndicate': [2987.0]}",False,3.0329888712241653,0.429,,,
fpgrowth_epm,2,3.0,2022-Q3,16,injected,"{'leader_status': ['LEAD'], 'syndicate': [2987.0]}",False,3.363,0.265,0.3333333333333333,0.5,0.5
fpgrowth_epm,2,3.0,2022-Q4,16,clean,"{'leader_status': ['LEAD'], 'syndicate': [2987.0]}",False,2.6157927590511862,0.647,,,
fpgrowth_epm,2,3.0,2022-Q4,16,injected,"{'leader_status': ['LEAD'], 'syndicate': [2987.0]}",False,3.46304347826087,0.242,0.3333333333333333,0.5,0.5
fpgrowth_epm,2,3.0,2023-Q1,16,clean,"{'leader_status': ['LEAD'], 'syndicate': [2987.0]}",False,3.7472972972972975,0.147,,,
fpgrowth_epm,2,3.0,2023-Q1,16,injected,"{'leader_status': ['LEAD'], 'syndicate': [2987.0]}",False,3.4521276595744683,0.219,0.25,0.5,0.3333333333333333
fpgrowth_epm,2,3.0,2023-Q2,16,clean,"{'leader_status': ['LEAD'], 'syndicate': [2987.0]}",False,3.133501896333754,0.329,,,
fpgrowth_epm,2,3.0,2023-Q2,16,injected,"{'leader_status': ['LEAD'], 'syndicate': [2987.0]}",False,3.484633914884298,0.209,0.3333333333333333,0.5,0.5
fpgrowth_epm,2,3.0,2023-Q3,16,clean,"{'leader_status': ['LEAD'], 'syndicate': [2987.0]}",False,1.8361551680423696,0.978,,,
fpgrowth_epm,2,3.0,2023-Q3,16,injected,"{'leader_status': ['LEAD'], 'syndicate': [2987.0]}",False,2.184615384615385,0.872,0.0,0.0,0.0
fpgrowth_epm,2,3.0,2023-Q4,16,clean,"{'leader_status': ['LEAD'], 'syndicate': [2987.0]}",False,2.903174603174603,0.462,,,
fpgrowth_epm,2,3.0,2023-Q4,16,injected,"{'leader_status': ['LEAD'], 'syndicate': [2987.0]}",False,2.374390243902439,0.783,0.3333333333333333,0.5,0.5
fpgrowth_epm,2,3.0,2024-Q1,16,clean,"{'leader_status': ['LEAD'], 'syndicate': [2987.0]}",False,3.7762373285629103,0.12,,,
fpgrowth_epm,2,3.0,2024-Q1,16,injected,"{'leader_status': ['LEAD'], 'syndicate': [2987.0]}",False,3.063051702395965,0.332,0.0,0.0,0.0
fpgrowth_epm,2,3.0,2024-Q2,16,clean,"{'leader_status': ['LEAD'], 'syndicate': [2987.0]}",False,2.0211072664359864,0.95,,,
fpgrowth_epm,2,3.0,2024-Q2,16,injected,"{'leader_status': ['LEAD'], 'syndicate': [2987.0]}",False,2.858926829268293,0.428,0.25,0.5,0.3333333333333333
fpgrowth_epm,2,3.0,2024-Q3,16,clean,"{'leader_status': ['LEAD'], 'syndicate': [2987.0]}",False,3.1248423707440103,0.279,,,
fpgrowth_epm,2,3.0,2024-Q3,16,injected,"{'leader_status': ['LEAD'], 'syndicate': [2987.0]}",False,2.865449591280654,0.393,0.3333333333333333,0.5,0.5
fpgrowth_epm,2,3.0,2024-Q4,16,clean,"{'leader_status': ['LEAD'], 'syndicate': [2987.0]}",False,2.856375838926174,0.398,,,
fpgrowth_epm,2,3.0,2024-Q4,16,injected,"{'leader_status': ['LEAD'], 'syndicate': [2987.0]}",False,3.0358695652173915,0.313,0.0,0.0,0.0
fpgrowth_epm,2,3.0,2022-Q1,17,clean,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'syndicate': [2987.0]}",False,2.243661971830986,0.861,,,
fpgrowth_epm,2,3.0,2022-Q1,17,injected,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'syndicate': [2987.0]}",False,3.838738170347003,0.132,0.2,0.5,0.25
fpgrowth_epm,2,3.0,2022-Q2,17,clean,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'syndicate': [2987.0]}",True,4.780054116737534,0.029,,,
fpgrowth_epm,2,3.0,2022-Q2,17,injected,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'syndicate': [2987.0]}",False,2.7883561643835617,0.485,0.0,0.0,0.0
fpgrowth_epm,2,3.0,2022-Q3,17,clean,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'syndicate': [2987.0]}",False,2.2880935506732816,0.85,,,
fpgrowth_epm,2,3.0,2022-Q3,17,injected,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'syndicate': [2987.0]}",False,2.963437021927588,0.439,0.0,0.0,0.0
fpgrowth_epm,2,3.0,2022-Q4,17,clean,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'syndicate': [2987.0]}",False,3.247191011235955,0.319,,,
fpgrowth_epm,2,3.0,2022-Q4,17,injected,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'syndicate': [2987.0]}",False,2.990972222222222,0.417,0.0,0.0,0.0
fpgrowth_epm,2,3.0,2023-Q1,17,clean,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'syndicate': [2987.0]}",False,2.591216216216216,0.644,,,
fpgrowth_epm,2,3.0,2023-Q1,17,injected,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'syndicate': [2987.0]}",False,2.2434131736526943,0.849,0.0,0.0,0.0
fpgrowth_epm,2,3.0,2023-Q2,17,clean,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'syndicate': [2987.0]}",False,3.4601769911504427,0.211,,,
fpgrowth_epm,2,3.0,2023-Q2,17,injected,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'syndicate': [2987.0]}",False,3.7658963489675914,0.135,0.0,0.0,0.0
fpgrowth_epm,2,3.0,2023-Q3,17,clean,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'syndicate': [2987.0]}",False,3.684153442173764,0.154,,,
fpgrowth_epm,2,3.0,2023-Q3,17,injected,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'syndicate': [2987.0]}",False,3.061994609164421,0.359,0.0,0.0,0.0
fpgrowth_epm,2,3.0,2023-Q4,17,clean,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'syndicate': [2987.0]}",False,2.153968253968254,0.909,,,
fpgrowth_epm,2,3.0,2023-Q4,17,injected,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'syndicate': [2987.0]}",False,2.982488986784141,0.408,0.0,0.0,0.0
fpgrowth_epm,2,3.0,2024-Q1,17,clean,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'syndicate': [2987.0]}",False,3.183255813953489,0.283,,,
fpgrowth_epm,2,3.0,2024-Q1,17,injected,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'syndicate': [2987.0]}",True,4.880895439727113,0.024,0.0,0.0,0.0
fpgrowth_epm,2,3.0,2024-Q2,17,clean,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'syndicate': [2987.0]}",False,4.002345903466073,0.088,,,
fpgrowth_epm,2,3.0,2024-Q2,17,injected,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'syndicate': [2987.0]}",True,4.945588235294117,0.023,0.0,0.0,0.0
fpgrowth_epm,2,3.0,2024-Q3,17,clean,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'syndicate': [2987.0]}",False,3.392686002522068,0.204,,,
fpgrowth_epm,2,3.0,2024-Q3,17,injected,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'syndicate': [2987.0]}",False,2.4058065391398724,0.704,0.0,0.0,0.0
fpgrowth_epm,2,3.0,2024-Q4,17,clean,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'syndicate': [2987.0]}",False,3.492850889991246,0.172,,,
fpgrowth_epm,2,3.0,2024-Q4,17,injected,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'syndicate': [2987.0]}",False,2.816419217159742,0.421,0.0,0.0,0.0
fpgrowth_epm,2,3.0,2022-Q1,18,clean,"{'placing_basis_group': ['OPEN MARKET'], 'loss_census_division': ['South Atlantic']}",False,2.284751990202082,0.837,,,
fpgrowth_epm,2,3.0,2022-Q1,18,injected,"{'placing_basis_group': ['OPEN MARKET'], 'loss_census_division': ['South Atlantic']}",False,3.1361650485436896,0.311,0.0,0.0,0.0
fpgrowth_epm,2,3.0,2022-Q2,18,clean,"{'placing_basis_group': ['OPEN MARKET'], 'loss_census_division': ['South Atlantic']}",False,3.2175681036762764,0.262,,,
fpgrowth_epm,2,3.0,2022-Q2,18,injected,"{'placing_basis_group': ['OPEN MARKET'], 'loss_census_division': ['South Atlantic']}",False,2.725665399239544,0.514,0.0,0.0,0.0
fpgrowth_epm,2,3.0,2022-Q3,18,clean,"{'placing_basis_group': ['OPEN MARKET'], 'loss_census_division': ['South Atlantic']}",False,3.404308202154101,0.241,,,
fpgrowth_epm,2,3.0,2022-Q3,18,injected,"{'placing_basis_group': ['OPEN MARKET'], 'loss_census_division': ['South Atlantic']}",False,4.14364161849711,0.087,0.0,0.0,0.0
fpgrowth_epm,2,3.0,2022-Q4,18,clean,"{'placing_basis_group': ['OPEN MARKET'], 'loss_census_division': ['South Atlantic']}",False,2.386516853932584,0.81,,,
fpgrowth_epm,2,3.0,2022-Q4,18,injected,"{'placing_basis_group': ['OPEN MARKET'], 'loss_census_division': ['South Atlantic']}",False,2.4496715405806317,0.762,0.5,1.0,0.5
fpgrowth_epm,2,3.0,2023-Q1,18,clean,"{'placing_basis_group': ['OPEN MARKET'], 'loss_census_division': ['South Atlantic']}",True,4.783783783783784,0.036,,,
fpgrowth_epm,2,3.0,2023-Q1,18,injected,"{'placing_basis_group': ['OPEN MARKET'], 'loss_census_division': ['South Atlantic']}",True,6.46492565764392,0.003,0.5,1.0,0.5
fpgrowth_epm,2,3.0,2023-Q2,18,clean,"{'placing_basis_group': ['OPEN MARKET'], 'loss_census_division': ['South Atlantic']}",False,2.3694690265486726,0.772,,,
fpgrowth_epm,2,3.0,2023-Q2,18,injected,"{'placing_basis_group': ['OPEN MARKET'], 'loss_census_division': ['South Atlantic']}",False,2.7899442329822075,0.497,0.0,0.0,0.0
fpgrowth_epm,2,3.0,2023-Q3,18,clean,"{'placing_basis_group': ['OPEN MARKET'], 'loss_census_division': ['South Atlantic']}",False,3.2635574837310197,0.267,,,
fpgrowth_epm,2,3.0,2023-Q3,18,injected,"{'placing_basis_group': ['OPEN MARKET'], 'loss_census_division': ['South Atlantic']}",False,2.7051793707141756,0.537,0.0,0.0,0.0
fpgrowth_epm,2,3.0,2023-Q4,18,clean,"{'placing_basis_group': ['OPEN MARKET'], 'loss_census_division': ['South Atlantic']}",False,2.4349206349206347,0.755,,,
fpgrowth_epm,2,3.0,2023-Q4,18,injected,"{'placing_basis_group': ['OPEN MARKET'], 'loss_census_division': ['South Atlantic']}",False,3.2806034482758624,0.269,0.0,0.0,0.0
fpgrowth_epm,2,3.0,2024-Q1,18,clean,"{'placing_basis_group': ['OPEN MARKET'], 'loss_census_division': ['South Atlantic']}",True,5.433488372093024,0.01,,,
fpgrowth_epm,2,3.0,2024-Q1,18,injected,"{'placing_basis_group': ['OPEN MARKET'], 'loss_census_division': ['South Atlantic']}",True,6.59025069637883,0.005,0.0,0.0,0.0
fpgrowth_epm,2,3.0,2024-Q2,18,clean,"{'placing_basis_group': ['OPEN MARKET'], 'loss_census_division': ['South Atlantic']}",False,2.4804498269896196,0.668,,,
fpgrowth_epm,2,3.0,2024-Q2,18,injected,"{'placing_basis_group': ['OPEN MARKET'], 'loss_census_division': ['South Atlantic']}",False,3.3320143884892084,0.228,0.0,0.0,0.0
fpgrowth_epm,2,3.0,2024-Q3,18,clean,"{'placing_basis_group': ['OPEN MARKET'], 'loss_census_division': ['South Atlantic']}",False,4.2185372005044135,0.065,,,
fpgrowth_epm,2,3.0,2024-Q3,18,injected,"{'placing_basis_group': ['OPEN MARKET'], 'loss_census_division': ['South Atlantic']}",False,2.7661106233538195,0.448,0.0,0.0,0.0
fpgrowth_epm,2,3.0,2024-Q4,18,clean,"{'placing_basis_group': ['OPEN MARKET'], 'loss_census_division': ['South Atlantic']}",False,2.9567953020134228,0.348,,,
fpgrowth_epm,2,3.0,2024-Q4,18,injected,"{'placing_basis_group': ['OPEN MARKET'], 'loss_census_division': ['South Atlantic']}",False,3.22992700729927,0.254,0.2,0.5,0.25
fpgrowth_epm,2,3.0,2022-Q2,19,clean,"{'peril_type': ['Non-catastrophe - Fire (NC-F)'], 'syndicate': [1618.0]}",False,1.8233668341708544,0.993,,,
fpgrowth_epm,2,3.0,2022-Q2,19,injected,"{'peril_type': ['Non-catastrophe - Fire (NC-F)'], 'syndicate': [1618.0]}",False,3.4781659388646284,0.192,1.0,1.0,1.0
fpgrowth_epm,2,3.0,2023-Q1,19,clean,"{'peril_type': ['Non-catastrophe - Fire (NC-F)'], 'syndicate': [1618.0]}",False,3.4283783783783783,0.233,,,
fpgrowth_epm,2,3.0,2023-Q1,19,injected,"{'peril_type': ['Non-catastrophe - Fire (NC-F)'], 'syndicate': [1618.0]}",False,3.0246835443037976,0.385,0.0,0.0,0.0
fpgrowth_epm,2,3.0,2023-Q2,19,clean,"{'peril_type': ['Non-catastrophe - Fire (NC-F)'], 'syndicate': [1618.0]}",False,2.4278761061946903,0.741,,,
fpgrowth_epm,2,3.0,2023-Q2,19,injected,"{'peril_type': ['Non-catastrophe - Fire (NC-F)'], 'syndicate': [1618.0]}",False,2.469247009148487,0.71,0.25,0.5,0.3333333333333333
fpgrowth_epm,2,3.0,2023-Q3,19,clean,"{'peril_type': ['Non-catastrophe - Fire (NC-F)'], 'syndicate': [1618.0]}",False,2.994793926247288,0.4,,,
fpgrowth_epm,2,3.0,2023-Q3,19,injected,"{'peril_type': ['Non-catastrophe - Fire (NC-F)'], 'syndicate': [1618.0]}",False,3.0364779874213834,0.37,0.3333333333333333,0.5,0.5
fpgrowth_epm,2,3.0,2023-Q4,19,clean,"{'peril_type': ['Non-catastrophe - Fire (NC-F)'], 'syndicate': [1618.0]}",False,2.903174603174603,0.462,,,
fpgrowth_epm,2,3.0,2023-Q4,19,injected,"{'peril_type': ['Non-catastrophe - Fire (NC-F)'], 'syndicate': [1618.0]}",False,2.843057144413575,0.493,0.0,0.0,0.0
fpgrowth_epm,2,3.0,2024-Q1,19,clean,"{'peril_type': ['Non-catastrophe - Fire (NC-F)'], 'syndicate': [1618.0]}",False,3.183255813953489,0.283,,,
fpgrowth_epm,2,3.0,2024-Q1,19,injected,"{'peril_type': ['Non-catastrophe - Fire (NC-F)'], 'syndicate': [1618.0]}",False,3.00828714195997,0.356,0.25,0.5,0.3333333333333333
fpgrowth_epm,2,3.0,2024-Q2,19,clean,"{'peril_type': ['Non-catastrophe - Fire (NC-F)'], 'syndicate': [1618.0]}",False,2.90916955017301,0.408,,,
fpgrowth_epm,2,3.0,2024-Q2,19,injected,"{'peril_type': ['Non-catastrophe - Fire (NC-F)'], 'syndicate': [1618.0]}",False,4.236778304619279,0.066,0.2,0.5,0.25
fpgrowth_epm,2,3.0,2024-Q3,19,clean,"{'peril_type': ['Non-catastrophe - Fire (NC-F)'], 'syndicate': [1618.0]}",True,5.64703656998739,0.011,,,
fpgrowth_epm,2,3.0,2024-Q3,19,injected,"{'peril_type': ['Non-catastrophe - Fire (NC-F)'], 'syndicate': [1618.0]}",False,3.774373795761079,0.118,0.0,0.0,0.0
fpgrowth_epm,2,3.0,2024-Q4,19,clean,"{'peril_type': ['Non-catastrophe - Fire (NC-F)'], 'syndicate': [1618.0]}",False,2.5369127516778525,0.629,,,
fpgrowth_epm,2,3.0,2024-Q4,19,injected,"{'peril_type': ['Non-catastrophe - Fire (NC-F)'], 'syndicate': [1618.0]}",False,3.993017978704835,0.077,0.2,0.5,0.25
fpgrowth_epm,3,1.5,2022-Q1,1,clean,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'placing_basis_group': ['OPEN MARKET'], 'syndicate': [2987.0]}",False,2.664212548015365,0.583,,,
fpgrowth_epm,3,1.5,2022-Q1,1,injected,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'placing_basis_group': ['OPEN MARKET'], 'syndicate': [2987.0]}",False,3.082321899736148,0.34,0.25,0.3333333333333333,0.5
fpgrowth_epm,3,1.5,2022-Q2,1,clean,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'placing_basis_group': ['OPEN MARKET'], 'syndicate': [2987.0]}",False,2.712814070351759,0.531,,,
fpgrowth_epm,3,1.5,2022-Q2,1,injected,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'placing_basis_group': ['OPEN MARKET'], 'syndicate': [2987.0]}",False,2.663666017649885,0.558,0.2,0.3333333333333333,0.3333333333333333
fpgrowth_epm,3,1.5,2022-Q3,1,clean,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'placing_basis_group': ['OPEN MARKET'], 'syndicate': [2987.0]}",False,2.251918158567775,0.884,,,
fpgrowth_epm,3,1.5,2022-Q3,1,injected,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'placing_basis_group': ['OPEN MARKET'], 'syndicate': [2987.0]}",False,2.8711956521739133,0.486,0.0,0.0,0.0
fpgrowth_epm,3,1.5,2022-Q4,1,clean,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'placing_basis_group': ['OPEN MARKET'], 'syndicate': [2987.0]}",False,3.056179775280899,0.405,,,
fpgrowth_epm,3,1.5,2022-Q4,1,injected,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'placing_basis_group': ['OPEN MARKET'], 'syndicate': [2987.0]}",False,2.6661087866108786,0.63,0.2,0.3333333333333333,0.3333333333333333
fpgrowth_epm,3,1.5,2023-Q1,1,clean,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'placing_basis_group': ['OPEN MARKET'], 'syndicate': [2987.0]}",False,1.6743243243243244,1.0,,,
fpgrowth_epm,3,1.5,2023-Q1,1,injected,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'placing_basis_group': ['OPEN MARKET'], 'syndicate': [2987.0]}",False,2.0719063545150505,0.929,0.25,0.3333333333333333,0.5
fpgrowth_epm,3,1.5,2023-Q2,1,clean,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'placing_basis_group': ['OPEN MARKET'], 'syndicate': [2987.0]}",False,2.278653140513706,0.817,,,
fpgrowth_epm,3,1.5,2023-Q2,1,injected,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'placing_basis_group': ['OPEN MARKET'], 'syndicate': [2987.0]}",False,2.523604055518949,0.676,0.0,0.0,0.0
fpgrowth_epm,3,1.5,2023-Q3,1,clean,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'placing_basis_group': ['OPEN MARKET'], 'syndicate': [2987.0]}",False,3.916268980477223,0.107,,,
fpgrowth_epm,3,1.5,2023-Q3,1,injected,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'placing_basis_group': ['OPEN MARKET'], 'syndicate': [2987.0]}",False,2.263125,0.824,0.2,0.3333333333333333,0.3333333333333333
fpgrowth_epm,3,1.5,2023-Q4,1,clean,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'placing_basis_group': ['OPEN MARKET'], 'syndicate': [2987.0]}",True,4.495238095238095,0.049,,,
fpgrowth_epm,3,1.5,2023-Q4,1,injected,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'placing_basis_group': ['OPEN MARKET'], 'syndicate': [2987.0]}",False,2.8227016885553473,0.502,0.0,0.0,0.0
fpgrowth_epm,3,1.5,2024-Q1,1,clean,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'placing_basis_group': ['OPEN MARKET'], 'syndicate': [2987.0]}",False,3.32046511627907,0.223,,,
fpgrowth_epm,3,1.5,2024-Q1,1,injected,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'placing_basis_group': ['OPEN MARKET'], 'syndicate': [2987.0]}",False,2.499066511085181,0.633,0.0,0.0,0.0
fpgrowth_epm,3,1.5,2024-Q2,1,clean,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'placing_basis_group': ['OPEN MARKET'], 'syndicate': [2987.0]}",False,2.5846388578590305,0.591,,,
fpgrowth_epm,3,1.5,2024-Q2,1,injected,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'placing_basis_group': ['OPEN MARKET'], 'syndicate': [2987.0]}",False,1.6743243243243244,0.999,0.0,0.0,0.0
fpgrowth_epm,3,1.5,2024-Q3,1,clean,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'placing_basis_group': ['OPEN MARKET'], 'syndicate': [2987.0]}",False,3.080201765447667,0.292,,,
fpgrowth_epm,3,1.5,2024-Q3,1,injected,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'placing_basis_group': ['OPEN MARKET'], 'syndicate': [2987.0]}",False,3.320765027322404,0.214,0.0,0.0,0.0
fpgrowth_epm,3,1.5,2024-Q4,1,clean,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'placing_basis_group': ['OPEN MARKET'], 'syndicate': [2987.0]}",True,4.335906040268457,0.043,,,
fpgrowth_epm,3,1.5,2024-Q4,1,injected,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'placing_basis_group': ['OPEN MARKET'], 'syndicate': [2987.0]}",True,4.2679314565483475,0.048,0.0,0.0,0.0
fpgrowth_epm,3,1.5,2024-Q1,2,clean,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'peril_type': ['Non-catastrophe - Fire (NC-F)'], 'new_renewal': ['New']}",True,5.3390885600187925,0.011,,,
fpgrowth_epm,3,1.5,2024-Q1,2,injected,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'peril_type': ['Non-catastrophe - Fire (NC-F)'], 'new_renewal': ['New']}",False,2.9725190839694657,0.375,0.0,0.0,0.0
fpgrowth_epm,3,1.5,2024-Q3,2,clean,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'peril_type': ['Non-catastrophe - Fire (NC-F)'], 'new_renewal': ['New']}",False,2.7900378310214378,0.439,,,
fpgrowth_epm,3,1.5,2024-Q3,2,injected,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'peril_type': ['Non-catastrophe - Fire (NC-F)'], 'new_renewal': ['New']}",False,3.1599250936329586,0.265,0.0,0.0,0.0
fpgrowth_epm,3,1.5,2024-Q4,2,clean,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'peril_type': ['Non-catastrophe - Fire (NC-F)'], 'new_renewal': ['New']}",False,2.4956316270203724,0.653,,,
fpgrowth_epm,3,1.5,2024-Q4,2,injected,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'peril_type': ['Non-catastrophe - Fire (NC-F)'], 'new_renewal': ['New']}",False,1.9569306930693071,0.959,0.0,0.0,0.0
fpgrowth_epm,3,1.5,2024-Q3,4,clean,"{'syndicate': [2987.0], 'loss_census_division': ['East North Central'], 'leader_status': ['FOLLOW']}",False,2.656116015132409,0.532,,,
fpgrowth_epm,3,1.5,2024-Q3,4,injected,"{'syndicate': [2987.0], 'loss_census_division': ['East North Central'], 'leader_status': ['FOLLOW']}",False,2.593965517241379,0.567,0.0,0.0,0.0
fpgrowth_epm,3,1.5,2024-Q1,5,clean,"{'new_renewal': ['Renewal'], 'group_class': ['COMMERCIAL NA OPEN MARKET'], 'peril_type': ['Other Perils - Inland Flood (IF)']}",False,4.261263335635889,0.062,,,
fpgrowth_epm,3,1.5,2024-Q1,5,injected,"{'new_renewal': ['Renewal'], 'group_class': ['COMMERCIAL NA OPEN MARKET'], 'peril_type': ['Other Perils - Inland Flood (IF)']}",False,2.554252998909487,0.59,0.1666666666666666,0.3333333333333333,0.25
fpgrowth_epm,3,1.5,2024-Q3,5,clean,"{'new_renewal': ['Renewal'], 'group_class': ['COMMERCIAL NA OPEN MARKET'], 'peril_type': ['Other Perils - Inland Flood (IF)']}",False,3.3703656998738967,0.209,,,
fpgrowth_epm,3,1.5,2024-Q3,5,injected,"{'new_renewal': ['Renewal'], 'group_class': ['COMMERCIAL NA OPEN MARKET'], 'peril_type': ['Other Perils - Inland Flood (IF)']}",False,3.314606741573034,0.214,0.0,0.0,0.0
fpgrowth_epm,3,1.5,2024-Q4,5,clean,"{'new_renewal': ['Renewal'], 'group_class': ['COMMERCIAL NA OPEN MARKET'], 'peril_type': ['Other Perils - Inland Flood (IF)']}",False,1.863995262534544,0.979,,,
fpgrowth_epm,3,1.5,2024-Q4,5,injected,"{'new_renewal': ['Renewal'], 'group_class': ['COMMERCIAL NA OPEN MARKET'], 'peril_type': ['Other Perils - Inland Flood (IF)']}",False,2.0306005937428635,0.935,0.1666666666666666,0.3333333333333333,0.25
fpgrowth_epm,3,1.5,2022-Q1,7,clean,"{'leader_status': ['FOLLOW'], 'syndicate': [1618.0], 'placing_basis_group': ['OPEN MARKET - DIRECT']}",False,2.617605633802817,0.621,,,
fpgrowth_epm,3,1.5,2022-Q1,7,injected,"{'leader_status': ['FOLLOW'], 'syndicate': [1618.0], 'placing_basis_group': ['OPEN MARKET - DIRECT']}",False,3.6804567413263065,0.158,0.0,0.0,0.0
fpgrowth_epm,3,1.5,2022-Q2,7,clean,"{'leader_status': ['FOLLOW'], 'syndicate': [1618.0], 'placing_basis_group': ['OPEN MARKET - DIRECT']}",False,2.3353532367720957,0.806,,,
fpgrowth_epm,3,1.5,2022-Q2,7,injected,"{'leader_status': ['FOLLOW'], 'syndicate': [1618.0], 'placing_basis_group': ['OPEN MARKET - DIRECT']}",False,2.4283790607641813,0.735,0.0,0.0,0.0
fpgrowth_epm,3,1.5,2022-Q3,7,clean,"{'leader_status': ['FOLLOW'], 'syndicate': [1618.0], 'placing_basis_group': ['OPEN MARKET - DIRECT']}",False,2.877450980392157,0.481,,,
