event_id,claim_month,claim_date,peril_type,syndicate,group_division,group_class,sub_class,placing_basis_group,leader_status,new_renewal,risk_code,is_group_cat_event,loss_region,loss_census_division,loss_census_region
B0180PG2204213AD_41,2024-07,2024-07-16,Severe Storm - Winter Storm (WS),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,APARTMENTS GARDEN STYLE,OPEN MARKET - DIRECT,FOLLOW,New,P2,True,IN,East North Central,Midwest
B0180PG2204213AD_42,2024-07,2024-07-16,Severe Storm - Winter Storm (WS),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,APARTMENTS GARDEN STYLE,OPEN MARKET - DIRECT,FOLLOW,New,P2,True,IN,East North Central,Midwest
B0180PG2204213AD_44,2024-07,2024-07-16,Severe Storm - Winter Storm (WS),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,APARTMENTS GARDEN STYLE,OPEN MARKET - DIRECT,FOLLOW,New,P2,True,GA,South Atlantic,South
B0180PG2204213AD_45,2024-07,2024-07-16,Severe Storm - Winter Storm (WS),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,APARTMENTS GARDEN STYLE,OPEN MARKET - DIRECT,FOLLOW,New,P2,True,IN,East North Central,Midwest
B0180PG2204213AD_46,2024-07,2024-07-16,Severe Storm - Winter Storm (WS),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,APARTMENTS GARDEN STYLE,OPEN MARKET - DIRECT,FOLLOW,New,P2,True,TX,West South Central,South
B0180PG2204318AA_1,2024-03,2024-03-04,Non-catastrophe - Fire (NC-F),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,SAWMILLS,OPEN MARKET,LEAD,New,P2,False,CA,Pacific,West
B0180PG2204450AA_1,2023-11,2023-11-14,Severe Storm - Tornado (TD),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,APARTMENTS GARDEN STYLE,OPEN MARKET - DIRECT,FOLLOW,New,P2,False,OK,West South Central,South
B0180PG2204450AA_2,2023-11,2023-11-14,Severe Storm - Tornado (TD),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,APARTMENTS GARDEN STYLE,OPEN MARKET - DIRECT,FOLLOW,New,P2,False,OK,West South Central,South
B0180PG2204450AB_1,2023-11,2023-11-14,Non-catastrophe - Fire (NC-F),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,APARTMENTS GARDEN STYLE,OPEN MARKET - DIRECT,FOLLOW,New,P2,False,OK,West South Central,South
B0180PG2204491AB_1,2023-10,2023-10-11,Non-catastrophe - Fire (NC-F),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,APARTMENTS GARDEN STYLE,OPEN MARKET - DIRECT,FOLLOW,New,P2,False,TX,West South Central,South
B0180PG2204491AC_1,2024-01,2024-01-11,Non-catastrophe - Fire (NC-F),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,APARTMENTS GARDEN STYLE,OPEN MARKET - DIRECT,FOLLOW,New,P2,False,TX,West South Central,South
B0180PG2204491AD_1,2023-12,2023-12-27,Non-catastrophe - Fire (NC-F),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,APARTMENTS GARDEN STYLE,OPEN MARKET - DIRECT,FOLLOW,New,P2,False,TX,West South Central,South
B0180PG2204491AF_1,2024-03,2024-03-27,Non-catastrophe - Fire (NC-F),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,APARTMENTS GARDEN STYLE,OPEN MARKET - DIRECT,FOLLOW,New,P2,False,OK,West South Central,South
B0180PG2204685AA_1,2024-07,2024-07-08,Non-catastrophe - Mechanical Failure (NC-M),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - OFFICE,OPEN MARKET - DIRECT,FOLLOW,New,P2,False,DE,South Atlantic,South
B0180PG2204685AA_2,2024-07,2024-07-08,Non-catastrophe - Mechanical Failure (NC-M),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - OFFICE,OPEN MARKET - DIRECT,FOLLOW,New,P2,False,DE,South Atlantic,South
B0180PG2220502AA_1,2024-01,2024-01-31,Non-catastrophe - Fire (NC-F),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,APPARTMENTS FLOOD,OPEN MARKET - DIRECT,FOLLOW,New,P2,False,NE,West North Central,Midwest
B0180PG2232002AB_1,2024-12,2024-12-14,Other Perils - Inland Flood (IF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,APARTMENTS GARDEN STYLE,OPEN MARKET - DIRECT,FOLLOW,New,P2,False,CA,Pacific,West
B0180PG2232002AB_2,2024-12,2024-12-14,Other Perils - Inland Flood (IF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,APARTMENTS GARDEN STYLE,OPEN MARKET - DIRECT,FOLLOW,New,P2,False,CA,Pacific,West
B0180PG2302207AA_1,2024-08,2024-08-26,Severe Storm - Hail (HL),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,SCHOOLS,OPEN MARKET - FACULTATIVE REINSURANCE,FOLLOW,Renewal,P2,False,TX,West South Central,South
B0180PG2302207AA_2,2024-08,2024-08-26,Severe Storm - Hail (HL),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,SCHOOLS,OPEN MARKET - FACULTATIVE REINSURANCE,FOLLOW,Renewal,P2,False,TX,West South Central,South
B0180PG2302207AB_1,2024-01,2024-01-12,Non-catastrophe - Fire (NC-F),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,SCHOOLS,OPEN MARKET - FACULTATIVE REINSURANCE,FOLLOW,Renewal,P2,False,TX,West South Central,South
B0180PG2302207AE_1,2024-10,2024-10-31,Severe Storm - Hail (HL),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,SCHOOLS,OPEN MARKET - FACULTATIVE REINSURANCE,FOLLOW,Renewal,P2,False,TX,West South Central,South
B0180PG2302207AE_2,2024-10,2024-10-31,Severe Storm - Hail (HL),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,SCHOOLS,OPEN MARKET - FACULTATIVE REINSURANCE,FOLLOW,Renewal,P2,False,TX,West South Central,South
B0180PG2302372AA_1,2024-06,2024-06-05,Severe Storm - Hail (HL),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,MUNICIPALITIES,OPEN MARKET - FACULTATIVE REINSURANCE,FOLLOW,Renewal,P2,False,SD,West North Central,Midwest
B0180PG2302372AA_2,2024-06,2024-06-05,Severe Storm - Hail (HL),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,MUNICIPALITIES,OPEN MARKET - FACULTATIVE REINSURANCE,FOLLOW,Renewal,P2,False,SD,West North Central,Midwest
B0180PG2302372AB_1,2023-11,2023-11-17,Severe Storm - Winter Storm (WS),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,MUNICIPALITIES,OPEN MARKET - FACULTATIVE REINSURANCE,FOLLOW,Renewal,P2,False,SD,West North Central,Midwest
B0180PG2302925AB_1,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_2,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_3,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_4,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_5,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_6,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_7,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_8,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_9,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_10,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_11,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_12,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_13,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_14,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_15,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_16,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_17,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_18,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_19,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_20,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_21,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_22,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_23,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_24,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_25,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_26,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_27,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_28,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_29,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_30,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_31,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_32,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_33,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_34,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_35,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_36,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_37,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_38,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_39,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_40,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_41,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_42,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_43,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_44,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_45,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_46,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_47,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_48,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_49,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_50,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_51,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_52,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_53,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_54,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_55,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_56,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_57,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_58,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_59,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_60,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_61,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_62,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_63,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_64,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_65,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_66,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_67,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_68,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_69,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_70,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_71,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_72,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_73,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_74,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_75,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG2302925AB_76,2024-09,2024-09-26,Tropical Cyclone - Precipitation Flood (PF),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,CA,Pacific,West
