event_id,claim_month,claim_date,peril_type,syndicate,group_division,group_class,sub_class,placing_basis_group,leader_status,new_renewal,risk_code,is_group_cat_event,loss_region,loss_census_division,loss_census_region
B0180ME1702848AB_1,2019-03,2019-03-13,Tropical Cyclone - Wind (TC),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,GAS PROCESSING & STORAGE,OPEN MARKET,FOLLOW,Renewal,EF,True,FL,South Atlantic,South
B0180ME1918163AA_1,2021-01,2021-01-31,Non-catastrophe - Accident (NC-A),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,MINING - GENERAL MINING,OPEN MARKET,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180ME2018163AA_1,2021-07,2021-07-19,Non-catastrophe - Mechanical Failure (NC-M),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,MINING - GENERAL MINING,OPEN MARKET,FOLLOW,Renewal,P2,False,TX,West South Central,South
B0180ME2321106AA_1,2024-08,2024-08-20,Non-catastrophe - Vandalism (NC-V),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,MINING - COAL ABOVE GROUND,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,PA,Middle Atlantic,Northeast
B0180ME2323518AC_1,2024-08,2024-08-14,Non-catastrophe - Fire (NC-F),1618.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,MINING - ALL OTHER BELOW GROUND,OPEN MARKET - DIRECT,FOLLOW,Renewal,P2,False,WV,South Atlantic,South
B0180ME2325819AA_1,2024-07,2024-07-04,Severe Storm - Severe Thunderstorm (ST),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,MANUFACTURING - HEAVY,OPEN MARKET,LEAD,New,P2,False,SC,South Atlantic,South
B0180PF2310544AA_1,2024-11,2024-11-15,Non-catastrophe - Mechanical Failure (NC-M),1618.0,PROPERTY OM,COMMERCIAL WW,PULP & PAPER,OPEN MARKET - FACULTATIVE REINSURANCE,FOLLOW,Renewal,P3,False,WI,East North Central,Midwest
B0180PG1601216AA_1,2018-12,2018-12-17,Non-catastrophe - Pipeburst (NC-P),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET,FOLLOW,Renewal,P2,False,DC,South Atlantic,South
B0180PG1700158AB_1,2018-05,2018-05-11,Non-catastrophe - Fire (NC-F),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,APARTMENTS GARDEN STYLE,OPEN MARKET,FOLLOW,Renewal,P2,False,LA,West South Central,South
B0180PG1700158AC_1,2018-04,2018-04-15,Severe Storm - Hail (HL),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,APARTMENTS GARDEN STYLE,OPEN MARKET,FOLLOW,Renewal,P2,False,TX,West South Central,South
B0180PG1700158AD_1,2019-04,2019-04-03,Severe Storm - Hail (HL),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,APARTMENTS GARDEN STYLE,OPEN MARKET,FOLLOW,Renewal,P2,False,TX,West South Central,South
B0180PG1700158AE_1,2018-07,2018-07-15,Severe Storm - Hail (HL),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,APARTMENTS GARDEN STYLE,OPEN MARKET,FOLLOW,Renewal,P2,False,LA,West South Central,South
B0180PG1700158AF_1,2018-02,2018-02-09,Other Perils - Wildfire/Bushfire (WF),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,APARTMENTS GARDEN STYLE,OPEN MARKET,FOLLOW,Renewal,P2,True,CA,Pacific,West
B0180PG1700182AA_1,2018-10,2018-10-04,Tropical Cyclone - Precipitation Flood (PF),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,SCHOOLS,OPEN MARKET,FOLLOW,Renewal,P2,True,TX,West South Central,South
B0180PG1700182AB_1,2018-06,2018-06-29,Non-catastrophe - Pipeburst (NC-P),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,SCHOOLS,OPEN MARKET,FOLLOW,Renewal,P2,False,TX,West South Central,South
B0180PG1700230AD_1,2021-11,2021-11-30,Severe Storm - Hail (HL),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,UNIVERSITIES,OPEN MARKET,FOLLOW,Renewal,P2,False,TX,West South Central,South
B0180PG1700230AE_1,2020-03,2020-03-20,Non-catastrophe - Mechanical Failure (NC-M),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,UNIVERSITIES,OPEN MARKET,FOLLOW,Renewal,P2,False,TX,West South Central,South
B0180PG1700230AF_1,2021-05,2021-05-25,Tropical Cyclone - Wind (TC),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,UNIVERSITIES,OPEN MARKET,FOLLOW,Renewal,P2,True,TX,West South Central,South
B0180PG1700230AF_2,2021-05,2021-05-25,Tropical Cyclone - Wind (TC),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,UNIVERSITIES,OPEN MARKET,FOLLOW,Renewal,P2,True,TX,West South Central,South
B0180PG1700230AG_1,2018-09,2018-09-10,Non-catastrophe - Fire (NC-F),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,UNIVERSITIES,OPEN MARKET,FOLLOW,Renewal,P2,False,TX,West South Central,South
B0180PG1700230AH_1,2018-08,2018-08-21,Non-catastrophe - Pipeburst (NC-P),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,UNIVERSITIES,OPEN MARKET,FOLLOW,Renewal,P2,False,TX,West South Central,South
B0180PG1700230AI_1,2018-09,2018-09-05,Non-catastrophe - Mechanical Failure (NC-M),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,UNIVERSITIES,OPEN MARKET,FOLLOW,Renewal,P2,False,TX,West South Central,South
B0180PG1700230AL_1,2020-06,2020-06-30,Non-catastrophe - Mechanical Failure (NC-M),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,UNIVERSITIES,OPEN MARKET,FOLLOW,Renewal,P2,False,TX,West South Central,South
B0180PG1700324AB_1,2018-04,2018-04-25,Non-catastrophe - Mechanical Failure (NC-M),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,RELIGIOUS,OPEN MARKET,FOLLOW,Renewal,P2,False,NJ,Middle Atlantic,Northeast
B0180PG1700382AC_1,2018-02,2018-02-26,Non-catastrophe - Pipeburst (NC-P),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - OFFICE,OPEN MARKET,FOLLOW,Renewal,P2,False,NY,Middle Atlantic,Northeast
B0180PG1700382AC_2,2018-02,2018-02-26,Non-catastrophe - Pipeburst (NC-P),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - OFFICE,OPEN MARKET,FOLLOW,Renewal,P2,False,NY,Middle Atlantic,Northeast
B0180PG1700382AE_1,2018-01,2018-01-03,Non-catastrophe - Pipeburst (NC-P),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - OFFICE,OPEN MARKET,FOLLOW,Renewal,P2,False,MA,New England,Northeast
B0180PG1700382AH_1,2018-01,2018-01-26,Non-catastrophe - Pipeburst (NC-P),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - OFFICE,OPEN MARKET,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG1700382AJ_1,2019-02,2019-02-18,Non-catastrophe - Pipeburst (NC-P),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - OFFICE,OPEN MARKET,FOLLOW,Renewal,P2,False,CO,Mountain,West
B0180PG1700382AL_1,2018-03,2018-03-15,Non-catastrophe - Pipeburst (NC-P),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - OFFICE,OPEN MARKET,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG1700382AN_1,2018-09,2018-09-11,Non-catastrophe - Pipeburst (NC-P),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - OFFICE,OPEN MARKET,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG1700382AO_1,2018-05,2018-05-18,Non-catastrophe - Pipeburst (NC-P),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - OFFICE,OPEN MARKET,FOLLOW,Renewal,P2,False,NY,Middle Atlantic,Northeast
B0180PG1700382AP_1,2018-05,2018-05-15,Non-catastrophe - Pipeburst (NC-P),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - OFFICE,OPEN MARKET,FOLLOW,Renewal,P2,False,VA,South Atlantic,South
B0180PG1700382AP_2,2018-05,2018-05-15,Non-catastrophe - Pipeburst (NC-P),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - OFFICE,OPEN MARKET,FOLLOW,Renewal,P2,False,VA,South Atlantic,South
B0180PG1700555AA_1,2018-01,2018-01-24,Tropical Cyclone - Wind (TC),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,AGRICULTURE,OPEN MARKET,FOLLOW,Renewal,P2,True,TX,West South Central,South
B0180PG1700555AB_1,2018-03,2018-03-05,Tropical Cyclone - Wind (TC),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,AGRICULTURE,OPEN MARKET,FOLLOW,Renewal,P2,True,FL,South Atlantic,South
B0180PG1700555AB_4,2018-03,2018-03-05,Tropical Cyclone - Wind (TC),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,AGRICULTURE,OPEN MARKET,FOLLOW,Renewal,P2,True,FL,South Atlantic,South
B0180PG1700555AB_5,2018-03,2018-03-05,Tropical Cyclone - Wind (TC),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,AGRICULTURE,OPEN MARKET,FOLLOW,Renewal,P2,True,FL,South Atlantic,South
B0180PG1700555AB_6,2018-03,2018-03-05,Tropical Cyclone - Wind (TC),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,AGRICULTURE,OPEN MARKET,FOLLOW,Renewal,P2,True,FL,South Atlantic,South
B0180PG1700555AB_7,2018-03,2018-03-05,Tropical Cyclone - Wind (TC),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,AGRICULTURE,OPEN MARKET,FOLLOW,Renewal,P2,True,FL,South Atlantic,South
B0180PG1700555AB_8,2018-03,2018-03-05,Tropical Cyclone - Wind (TC),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,AGRICULTURE,OPEN MARKET,FOLLOW,Renewal,P2,True,FL,South Atlantic,South
B0180PG1700555AB_9,2018-03,2018-03-05,Tropical Cyclone - Wind (TC),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,AGRICULTURE,OPEN MARKET,FOLLOW,Renewal,P2,True,FL,South Atlantic,South
B0180PG1700779AC_1,2018-10,2018-10-25,Severe Storm - Winter Storm (WS),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - OFFICE,OPEN MARKET,FOLLOW,Renewal,P2,False,IL,East North Central,Midwest
B0180PG1700944A1A_1,2019-11,2019-11-04,Severe Storm - Hail (HL),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET,FOLLOW,New,P2,False,KS,West North Central,Midwest
B0180PG1700944A1A_2,2019-11,2019-11-04,Severe Storm - Hail (HL),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET,FOLLOW,New,P2,False,TX,West South Central,South
B0180PG1700944A1A_3,2019-11,2019-11-04,Severe Storm - Hail (HL),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET,FOLLOW,New,P2,False,LA,West South Central,South
B0180PG1700944BH_1,2020-06,2020-06-11,Non-catastrophe - Fire (NC-F),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET,FOLLOW,New,P2,False,LA,West South Central,South
B0180PG1700944BH_2,2020-06,2020-06-11,Non-catastrophe - Fire (NC-F),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET,FOLLOW,New,P2,False,TX,West South Central,South
B0180PG1701160AB_1,2018-11,2018-11-20,Non-catastrophe - Fire (NC-F),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,APARTMENTS GARDEN STYLE,OPEN MARKET,LEAD,New,P2,False,MA,New England,Northeast
B0180PG1701160AC_1,2018-08,2018-08-02,Tropical Cyclone - Wind (TC),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,APARTMENTS GARDEN STYLE,OPEN MARKET,LEAD,New,P2,True,TX,West South Central,South
B0180PG1701160AD_1,2019-06,2019-06-25,Tropical Cyclone - Wind (TC),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,APARTMENTS GARDEN STYLE,OPEN MARKET,LEAD,New,P2,True,FL,South Atlantic,South
B0180PG1701160AD_3,2019-06,2019-06-25,Tropical Cyclone - Wind (TC),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,APARTMENTS GARDEN STYLE,OPEN MARKET,LEAD,New,P2,True,FL,South Atlantic,South
B0180PG1701160AF_1,2019-01,2019-01-16,Non-catastrophe - Fire (NC-F),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,APARTMENTS GARDEN STYLE,OPEN MARKET,LEAD,New,P2,False,AZ,Mountain,West
B0180PG1701160AG_1,2018-11,2018-11-08,Severe Storm - Winter Storm (WS),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,APARTMENTS GARDEN STYLE,OPEN MARKET,LEAD,New,P2,False,MA,New England,Northeast
B0180PG1701160AG_2,2018-11,2018-11-08,Severe Storm - Winter Storm (WS),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,APARTMENTS GARDEN STYLE,OPEN MARKET,LEAD,New,P2,False,MA,New England,Northeast
B0180PG1701534AA_1,2018-09,2018-09-30,Non-catastrophe - Accident (NC-A),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HEALTHCARE - HOSPITALS,OPEN MARKET,FOLLOW,Renewal,P2,False,TX,West South Central,South
B0180PG1701570AH_1,2018-06,2018-06-01,Non-catastrophe - Pipeburst (NC-P),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,RELIGIOUS,OPEN MARKET,LEAD,Renewal,P2,False,MA,New England,Northeast
B0180PG1701726AA_1,2019-01,2019-01-04,Severe Storm - Hail (HL),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,RETAIL,OPEN MARKET,FOLLOW,Renewal,P2,False,CO,Mountain,West
B0180PG1701809AA_1,2018-04,2018-04-06,Non-catastrophe - Fire (NC-F),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET,FOLLOW,New,P2,False,KS,West North Central,Midwest
B0180PG1701809AD_1,2018-11,2018-11-01,Non-catastrophe - Other (NC-O),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET,FOLLOW,New,P2,False,NC,South Atlantic,South
B0180PG1701809AE_1,2019-09,2019-09-30,Non-catastrophe - Pipeburst (NC-P),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET,FOLLOW,New,P2,True,TX,West South Central,South
B0180PG1701809AF_1,2018-08,2018-08-07,Non-catastrophe - Accident (NC-A),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET,FOLLOW,New,P2,False,VA,South Atlantic,South
B0180PG1701809AG_1,2018-01,2018-01-09,Tropical Cyclone - Wind (TC),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET,FOLLOW,New,P2,True,SC,South Atlantic,South
B0180PG1701809AH_1,2018-05,2018-05-01,Non-catastrophe - Accident (NC-A),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET,FOLLOW,New,P2,False,CO,Mountain,West
B0180PG1701809AI_1,2018-04,2018-04-16,Non-catastrophe - Accident (NC-A),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET,FOLLOW,New,P2,False,CO,Mountain,West
B0180PG1701809AJ_1,2018-07,2018-07-03,Non-catastrophe - Pipeburst (NC-P),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET,FOLLOW,New,P2,False,NJ,Middle Atlantic,Northeast
B0180PG1701809AK_1,2019-02,2019-02-18,Non-catastrophe - Accident (NC-A),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET,FOLLOW,New,P2,False,NJ,Middle Atlantic,Northeast
B0180PG1701809AL_1,2019-06,2019-06-10,Non-catastrophe - Accident (NC-A),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET,FOLLOW,New,P2,False,CO,Mountain,West
B0180PG1701836AB_1,2018-01,2018-01-18,Non-catastrophe - Pipeburst (NC-P),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,RETAIL,OPEN MARKET,FOLLOW,Renewal,P2,False,TX,West South Central,South
B0180PG1701836AD_1,2018-01,2018-01-09,Severe Storm - Hail (HL),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,RETAIL,OPEN MARKET,FOLLOW,Renewal,P2,False,CO,Mountain,West
B0180PG1701836AF_1,2019-02,2019-02-04,Severe Storm - Hail (HL),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,RETAIL,OPEN MARKET,FOLLOW,Renewal,P2,False,TX,West South Central,South
B0180PG1701836AI_1,2018-06,2018-06-11,Non-catastrophe - Accident (NC-A),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,RETAIL,OPEN MARKET,FOLLOW,Renewal,P2,False,GA,South Atlantic,South
B0180PG1701836AM_1,2018-06,2018-06-01,Non-catastrophe - Pipeburst (NC-P),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,RETAIL,OPEN MARKET,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG1702028AK_1,2018-10,2018-10-16,Non-catastrophe - Weather (NC-W),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET,LEAD,Renewal,P2,False,CO,Mountain,West
B0180PG1702028AM_1,2018-08,2018-08-09,Severe Storm - Winter Storm (WS),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET,LEAD,Renewal,P2,False,TN,East South Central,South
B0180PG1702028AM_2,2018-08,2018-08-09,Severe Storm - Winter Storm (WS),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET,LEAD,Renewal,P2,False,MA,New England,Northeast
B0180PG1702028AO_1,2018-06,2018-06-22,Non-catastrophe - Pipeburst (NC-P),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET,LEAD,Renewal,P2,False,CA,Pacific,West
B0180PG1702028AQ_1,2018-11,2018-11-26,Non-catastrophe - Pipeburst (NC-P),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET,LEAD,Renewal,P2,False,MA,New England,Northeast
B0180PG1702028AQ_2,2018-11,2018-11-26,Non-catastrophe - Pipeburst (NC-P),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,REAL ESTATE - MIXED,OPEN MARKET,LEAD,Renewal,P2,False,WA,Pacific,West
B0180PG1702169AAA_1,2020-07,2020-07-01,Other Perils - Inland Flood (IF),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HOTELS - BEACHFRONT,OPEN MARKET,FOLLOW,Renewal,P6,True,CA,Pacific,West
B0180PG1702176AHA_1,2018-03,2018-03-22,Non-catastrophe - Fire (NC-F),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HOTELS - BEACHFRONT,OPEN MARKET,FOLLOW,Renewal,P2,False,GA,South Atlantic,South
B0180PG1702176AHA_2,2018-03,2018-03-22,Non-catastrophe - Fire (NC-F),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HOTELS - BEACHFRONT,OPEN MARKET,FOLLOW,Renewal,P2,False,GA,South Atlantic,South
B0180PG1702176AIA_1,2018-05,2018-05-10,Non-catastrophe - Fire (NC-F),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HOTELS - BEACHFRONT,OPEN MARKET,FOLLOW,Renewal,P2,False,NY,Middle Atlantic,Northeast
B0180PG1702176AJA_1,2018-07,2018-07-30,Severe Storm - Severe Thunderstorm (ST),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HOTELS - BEACHFRONT,OPEN MARKET,FOLLOW,Renewal,P2,False,VT,New England,Northeast
B0180PG1702176AKA_1,2018-06,2018-06-29,Non-catastrophe - Pipeburst (NC-P),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HOTELS - BEACHFRONT,OPEN MARKET,FOLLOW,Renewal,P2,False,CA,Pacific,West
B0180PG1702176ALA_1,2018-06,2018-06-12,Severe Storm - Severe Thunderstorm (ST),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HOTELS - BEACHFRONT,OPEN MARKET,FOLLOW,Renewal,P2,False,VT,New England,Northeast
B0180PG1702176AMA_1,2019-01,2019-01-04,Severe Storm - Winter Storm (WS),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HOTELS - BEACHFRONT,OPEN MARKET,FOLLOW,Renewal,P2,False,PA,Middle Atlantic,Northeast
B0180PG1702176AMA_2,2019-01,2019-01-04,Severe Storm - Winter Storm (WS),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HOTELS - BEACHFRONT,OPEN MARKET,FOLLOW,Renewal,P2,False,RI,New England,Northeast
B0180PG1702176AMA_3,2019-01,2019-01-04,Severe Storm - Winter Storm (WS),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HOTELS - BEACHFRONT,OPEN MARKET,FOLLOW,Renewal,P2,False,MA,New England,Northeast
B0180PG1702176ANA_1,2018-12,2018-12-06,Severe Storm - Severe Thunderstorm (ST),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HOTELS - BEACHFRONT,OPEN MARKET,FOLLOW,Renewal,P2,False,VT,New England,Northeast
B0180PG1702176AO_1,2019-03,2019-03-29,Non-catastrophe - Pipeburst (NC-P),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HOTELS - BEACHFRONT,OPEN MARKET,FOLLOW,Renewal,P2,False,WY,Mountain,West
B0180PG1730448AA_1,2018-07,2018-07-03,Non-catastrophe - Pipeburst (NC-P),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HEALTHCARE - HOSPITALS,OPEN MARKET,FOLLOW,Renewal,P2,False,TX,West South Central,South
B0180PG1730448AB_1,2018-04,2018-04-06,Tropical Cyclone - Precipitation Flood (PF),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HEALTHCARE - HOSPITALS,OPEN MARKET,FOLLOW,Renewal,P2,True,TX,West South Central,South
B0180PG1730448AB_2,2018-04,2018-04-06,Tropical Cyclone - Precipitation Flood (PF),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HEALTHCARE - HOSPITALS,OPEN MARKET,FOLLOW,Renewal,P2,True,TX,West South Central,South
B0180PG1730448AB_3,2018-04,2018-04-06,Tropical Cyclone - Precipitation Flood (PF),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HEALTHCARE - HOSPITALS,OPEN MARKET,FOLLOW,Renewal,P2,True,TX,West South Central,South
B0180PG1730448AB_4,2018-04,2018-04-06,Tropical Cyclone - Precipitation Flood (PF),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HEALTHCARE - HOSPITALS,OPEN MARKET,FOLLOW,Renewal,P2,True,TX,West South Central,South
B0180PG1730448AB_5,2018-04,2018-04-06,Tropical Cyclone - Precipitation Flood (PF),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HEALTHCARE - HOSPITALS,OPEN MARKET,FOLLOW,Renewal,P2,True,TX,West South Central,South
B0180PG1730448AB_6,2018-04,2018-04-06,Tropical Cyclone - Precipitation Flood (PF),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HEALTHCARE - HOSPITALS,OPEN MARKET,FOLLOW,Renewal,P2,True,TX,West South Central,South
B0180PG1730448AB_7,2018-04,2018-04-06,Tropical Cyclone - Precipitation Flood (PF),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HEALTHCARE - HOSPITALS,OPEN MARKET,FOLLOW,Renewal,P2,True,TX,West South Central,South
B0180PG1730448AB_8,2018-04,2018-04-06,Tropical Cyclone - Precipitation Flood (PF),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HEALTHCARE - HOSPITALS,OPEN MARKET,FOLLOW,Renewal,P2,True,TX,West South Central,South
B0180PG1730448AB_9,2018-04,2018-04-06,Tropical Cyclone - Precipitation Flood (PF),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HEALTHCARE - HOSPITALS,OPEN MARKET,FOLLOW,Renewal,P2,True,TX,West South Central,South
B0180PG1730448AB_10,2018-04,2018-04-06,Tropical Cyclone - Precipitation Flood (PF),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HEALTHCARE - HOSPITALS,OPEN MARKET,FOLLOW,Renewal,P2,True,TX,West South Central,South
B0180PG1730448AB_11,2018-04,2018-04-06,Tropical Cyclone - Precipitation Flood (PF),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HEALTHCARE - HOSPITALS,OPEN MARKET,FOLLOW,Renewal,P2,True,TX,West South Central,South
B0180PG1730448AB_12,2018-04,2018-04-06,Tropical Cyclone - Precipitation Flood (PF),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HEALTHCARE - HOSPITALS,OPEN MARKET,FOLLOW,Renewal,P2,True,TX,West South Central,South
B0180PG1730448AB_13,2018-04,2018-04-06,Tropical Cyclone - Precipitation Flood (PF),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HEALTHCARE - HOSPITALS,OPEN MARKET,FOLLOW,Renewal,P2,True,TX,West South Central,South
B0180PG1730448AB_14,2018-04,2018-04-06,Tropical Cyclone - Precipitation Flood (PF),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HEALTHCARE - HOSPITALS,OPEN MARKET,FOLLOW,Renewal,P2,True,TX,West South Central,South
B0180PG1730448AB_15,2018-04,2018-04-06,Tropical Cyclone - Precipitation Flood (PF),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HEALTHCARE - HOSPITALS,OPEN MARKET,FOLLOW,Renewal,P2,True,TX,West South Central,South
B0180PG1730448AB_16,2018-04,2018-04-06,Tropical Cyclone - Precipitation Flood (PF),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HEALTHCARE - HOSPITALS,OPEN MARKET,FOLLOW,Renewal,P2,True,TX,West South Central,South
B0180PG1730448AB_17,2018-04,2018-04-06,Tropical Cyclone - Precipitation Flood (PF),2987.0,PROPERTY OM,COMMERCIAL NA OPEN MARKET,HEALTHCARE - HOSPITALS,OPEN MARKET,FOLLOW,Renewal,P2,True,TX,West South Central,South
